,Province_State,Date,Confirmed,Deaths
539,Arizona,2020-05-14,12674,625
6645,South Carolina,2020-05-14,8189,371
5793,Ohio,2020-05-14,26357,1534
6219,Pennsylvania,2020-05-14,63105,4288
5509,North Dakota,2020-05-14,1712,46
6787,South Dakota,2020-05-14,3792,43
3521,Maryland,2020-05-14,35903,1961
6503,Rhode Island,2020-05-14,13243,936
4799,New Hampshire,2020-05-14,3416,170
7213,Utah,2020-05-14,7291,82
1959,Grand Princess,2020-05-14,103,3
4657,Nevada,2020-05-14,6504,340
397,American Samoa,2020-05-14,0,0
965,Colorado,2020-05-14,20909,1087
681,Arkansas,2020-05-14,4501,98
2385,Idaho,2020-05-14,2351,72
255,Alaska,2020-05-14,387,10
7497,Virgin Islands,2020-05-14,69,6
4231,Missouri,2020-05-14,10594,566
1391,Diamond Princess,2020-05-14,49,0
4373,Montana,2020-05-14,462,16
2953,Kansas,2020-05-14,7705,189
1249,Delaware,2020-05-14,7268,261
2527,Illinois,2020-05-14,88088,3931
2101,Guam,2020-05-14,152,5
3663,Massachusetts,2020-05-14,82518,5486
3947,Minnesota,2020-05-14,13456,681
8065,Wisconsin,2020-05-14,11275,434
5083,New Mexico,2020-05-14,5569,242
1675,Florida,2020-05-14,43286,1875
2670,Indiana,2020-05-15,26656,1832
256,Alaska,2020-05-15,389,10
2954,Kansas,2020-05-15,7886,193
114,Alabama,2020-05-15,11373,483
7924,West Virginia,2020-05-15,1447,64
6788,South Dakota,2020-05-15,3887,44
1960,Grand Princess,2020-05-15,103,3
7640,Virginia,2020-05-15,28672,978
4516,Nebraska,2020-05-15,9610,156
3948,Minnesota,2020-05-15,14264,701
1392,Diamond Princess,2020-05-15,49,0
6646,South Carolina,2020-05-15,8407,380
1534,District of Columbia,2020-05-15,6871,368
7782,Washington,2020-05-15,18076,991
4374,Montana,2020-05-15,466,16
5084,New Mexico,2020-05-15,5736,253
2102,Guam,2020-05-15,154,5
6078,Oregon,2020-05-15,3541,137
1250,Delaware,2020-05-15,7416,272
682,Arkansas,2020-05-15,4602,98
824,California,2020-05-15,76693,3136
2244,Hawaii,2020-05-15,648,17
3806,Michigan,2020-05-15,57441,5005
3096,Kentucky,2020-05-15,7475,332
7356,Vermont,2020-05-15,937,53
5368,North Carolina,2020-05-15,17494,667
7214,Utah,2020-05-15,7471,84
4800,New Hampshire,2020-05-15,3487,170
2812,Iowa,2020-05-15,14059,336
8208,Wyoming,2020-05-15,716,13
6220,Pennsylvania,2020-05-15,64136,4422
398,American Samoa,2020-05-15,0,0
5510,North Dakota,2020-05-15,1761,48
8066,Wisconsin,2020-05-15,11685,445
3664,Massachusetts,2020-05-15,83742,5596
2528,Illinois,2020-05-15,90505,4062
4090,Mississippi,2020-05-15,10801,493
7498,Virgin Islands,2020-05-15,69,6
2386,Idaho,2020-05-15,2351,72
540,Arizona,2020-05-15,13169,652
4658,Nevada,2020-05-15,6733,343
5936,Oklahoma,2020-05-15,5088,285
6362,Puerto Rico,2020-05-15,2542,122
5652,Northern Mariana Islands,2020-05-15,19,2
5226,New York,2020-05-15,345813,27878
1108,Connecticut,2020-05-15,36323,3288
5794,Ohio,2020-05-15,26954,1581
966,Colorado,2020-05-15,21293,1151
4232,Missouri,2020-05-15,10766,581
3380,Maine,2020-05-15,1605,69
1676,Florida,2020-05-15,44216,1917
1818,Georgia,2020-05-15,39946,1613
3522,Maryland,2020-05-15,36986,2002
6504,Rhode Island,2020-05-15,13649,958
6930,Tennessee,2020-05-15,17300,295
4942,New Jersey,2020-05-15,143984,10148
3238,Louisiana,2020-05-15,33902,2514
7072,Texas,2020-05-15,45721,1280
7783,Washington,2020-05-16,18400,999
1819,Georgia,2020-05-16,40556,1623
7073,Texas,2020-05-16,47452,1318
2529,Illinois,2020-05-16,92589,4130
4375,Montana,2020-05-16,468,16
6079,Oregon,2020-05-16,3612,137
5085,New Mexico,2020-05-16,5927,259
3665,Massachusetts,2020-05-16,85279,5709
2813,Iowa,2020-05-16,14343,346
4233,Missouri,2020-05-16,10959,594
3381,Maine,2020-05-16,1650,70
2103,Guam,2020-05-16,154,5
4943,New Jersey,2020-05-16,145244,10261
2387,Idaho,2020-05-16,2419,73
683,Arkansas,2020-05-16,4709,98
3949,Minnesota,2020-05-16,14997,718
1677,Florida,2020-05-16,44890,1964
1393,Diamond Princess,2020-05-16,49,0
1961,Grand Princess,2020-05-16,103,3
6505,Rhode Island,2020-05-16,14079,978
6789,South Dakota,2020-05-16,3959,44
3523,Maryland,2020-05-16,37968,2046
2955,Kansas,2020-05-16,7939,195
257,Alaska,2020-05-16,389,10
967,Colorado,2020-05-16,21710,1193
5795,Ohio,2020-05-16,27474,1610
6221,Pennsylvania,2020-05-16,65185,4480
8209,Wyoming,2020-05-16,741,13
5511,North Dakota,2020-05-16,1848,48
4801,New Hampshire,2020-05-16,3566,210
7215,Utah,2020-05-16,7647,85
4659,Nevada,2020-05-16,6813,349
7499,Virgin Islands,2020-05-16,69,6
399,American Samoa,2020-05-16,0,0
1251,Delaware,2020-05-16,7593,287
3807,Michigan,2020-05-16,57903,5061
6363,Puerto Rico,2020-05-16,2589,122
2671,Indiana,2020-05-16,27280,1886
825,California,2020-05-16,78725,3208
8067,Wisconsin,2020-05-16,12187,453
1109,Connecticut,2020-05-16,36960,3341
5937,Oklahoma,2020-05-16,5237,288
115,Alabama,2020-05-16,11674,485
4517,Nebraska,2020-05-16,10385,176
5227,New York,2020-05-16,348232,28049
1535,District of Columbia,2020-05-16,7042,375
5369,North Carolina,2020-05-16,18130,676
7925,West Virginia,2020-05-16,1470,64
7641,Virginia,2020-05-16,29683,1003
541,Arizona,2020-05-16,13666,680
5653,Northern Mariana Islands,2020-05-16,21,2
7357,Vermont,2020-05-16,938,53
6931,Tennessee,2020-05-16,17603,300
4091,Mississippi,2020-05-16,11123,510
2245,Hawaii,2020-05-16,649,17
3239,Louisiana,2020-05-16,34189,2545
6647,South Carolina,2020-05-16,8661,380
3097,Kentucky,2020-05-16,7719,334
4802,New Hampshire,2020-05-17,3606,212
5654,Northern Mariana Islands,2020-05-17,21,2
5796,Ohio,2020-05-17,27923,1625
4660,Nevada,2020-05-17,6949,351
6222,Pennsylvania,2020-05-17,65700,4495
7500,Virgin Islands,2020-05-17,69,6
5938,Oklahoma,2020-05-17,5310,288
7216,Utah,2020-05-17,7834,87
5512,North Dakota,2020-05-17,1900,49
258,Alaska,2020-05-17,389,10
968,Colorado,2020-05-17,22021,1216
3950,Minnesota,2020-05-17,15697,740
6648,South Carolina,2020-05-17,8816,385
6364,Puerto Rico,2020-05-17,2646,123
1678,Florida,2020-05-17,45667,1973
8068,Wisconsin,2020-05-17,12543,453
1394,Diamond Princess,2020-05-17,49,0
7642,Virginia,2020-05-17,30388,1010
1962,Grand Princess,2020-05-17,103,3
3240,Louisiana,2020-05-17,34504,2557
6790,South Dakota,2020-05-17,3987,44
4518,Nebraska,2020-05-17,10177,176
1110,Connecticut,2020-05-17,37629,3409
2956,Kansas,2020-05-17,7953,195
3524,Maryland,2020-05-17,38804,2073
6506,Rhode Island,2020-05-17,14559,998
2388,Idaho,2020-05-17,2419,73
3808,Michigan,2020-05-17,59380,5071
826,California,2020-05-17,80166,3240
5086,New Mexico,2020-05-17,6019,265
2530,Illinois,2020-05-17,94342,4178
2672,Indiana,2020-05-17,27778,1895
8210,Wyoming,2020-05-17,754,15
3382,Maine,2020-05-17,1689,70
2814,Iowa,2020-05-17,14659,351
3666,Massachusetts,2020-05-17,86363,5801
4944,New Jersey,2020-05-17,146504,10363
5370,North Carolina,2020-05-17,18673,686
7784,Washington,2020-05-17,18534,1001
7358,Vermont,2020-05-17,945,54
6080,Oregon,2020-05-17,3623,137
6932,Tennessee,2020-05-17,17699,303
3098,Kentucky,2020-05-17,7719,334
7074,Texas,2020-05-17,48396,1343
5228,New York,2020-05-17,350121,28232
1820,Georgia,2020-05-17,41215,1635
4376,Montana,2020-05-17,468,16
2104,Guam,2020-05-17,154,5
4234,Missouri,2020-05-17,11108,600
116,Alabama,2020-05-17,11771,488
2246,Hawaii,2020-05-17,650,17
1252,Delaware,2020-05-17,7722,291
1536,District of Columbia,2020-05-17,7123,383
4092,Mississippi,2020-05-17,11296,521
400,American Samoa,2020-05-17,0,0
684,Arkansas,2020-05-17,4891,98
542,Arizona,2020-05-17,13945,681
7926,West Virginia,2020-05-17,1492,67
401,American Samoa,2020-05-18,0,0
1395,Diamond Princess,2020-05-18,49,0
7927,West Virginia,2020-05-18,1502,68
8069,Wisconsin,2020-05-18,12687,459
827,California,2020-05-18,81457,3279
6933,Tennessee,2020-05-18,18481,306
1821,Georgia,2020-05-18,42148,1674
1537,District of Columbia,2020-05-18,7270,392
1679,Florida,2020-05-18,46521,1997
117,Alabama,2020-05-18,12086,489
685,Arkansas,2020-05-18,4943,100
7643,Virginia,2020-05-18,31140,1015
1253,Delaware,2020-05-18,7920,298
7359,Vermont,2020-05-18,945,54
1111,Connecticut,2020-05-18,38349,3452
7501,Virgin Islands,2020-05-18,69,6
7217,Utah,2020-05-18,8011,87
259,Alaska,2020-05-18,389,10
543,Arizona,2020-05-18,14208,688
7075,Texas,2020-05-18,49177,1350
969,Colorado,2020-05-18,22280,1225
1963,Grand Princess,2020-05-18,103,3
7785,Washington,2020-05-18,18665,1002
6507,Rhode Island,2020-05-18,14801,1012
4661,Nevada,2020-05-18,7061,363
6223,Pennsylvania,2020-05-18,66669,4515
3667,Massachusetts,2020-05-18,87402,5866
6649,South Carolina,2020-05-18,8942,391
4377,Montana,2020-05-18,470,16
6791,South Dakota,2020-05-18,4027,44
2105,Guam,2020-05-18,154,5
3383,Maine,2020-05-18,1714,71
2957,Kansas,2020-05-18,8303,198
3525,Maryland,2020-05-18,39762,2109
5797,Ohio,2020-05-18,28454,1657
3241,Louisiana,2020-05-18,34781,2686
5087,New Mexico,2020-05-18,6201,270
4519,Nebraska,2020-05-18,10787,176
2247,Hawaii,2020-05-18,650,17
6081,Oregon,2020-05-18,3687,138
3099,Kentucky,2020-05-18,7967,346
5939,Oklahoma,2020-05-18,5398,288
2673,Indiana,2020-05-18,28255,1909
5229,New York,2020-05-18,351371,28339
4803,New Hampshire,2020-05-18,3684,212
2389,Idaho,2020-05-18,2455,74
6365,Puerto Rico,2020-05-18,2710,124
4235,Missouri,2020-05-18,11242,611
4093,Mississippi,2020-05-18,11432,527
5371,North Carolina,2020-05-18,19207,693
8211,Wyoming,2020-05-18,766,19
2531,Illinois,2020-05-18,96646,4235
3951,Minnesota,2020-05-18,16400,749
2815,Iowa,2020-05-18,14964,355
4945,New Jersey,2020-05-18,148240,10439
5513,North Dakota,2020-05-18,1931,50
5655,Northern Mariana Islands,2020-05-18,21,2
3809,Michigan,2020-05-18,61614,5095
2816,Iowa,2020-05-19,15301,367
2248,Hawaii,2020-05-19,651,17
7502,Virgin Islands,2020-05-19,69,6
1112,Connecticut,2020-05-19,38648,3474
3100,Kentucky,2020-05-19,8102,366
2674,Indiana,2020-05-19,28705,1970
544,Arizona,2020-05-19,14576,706
1254,Delaware,2020-05-19,8087,305
118,Alabama,2020-05-19,12376,504
6082,Oregon,2020-05-19,3726,140
5940,Oklahoma,2020-05-19,5489,293
1538,District of Columbia,2020-05-19,7434,400
5514,North Dakota,2020-05-19,1994,51
5230,New York,2020-05-19,352845,28558
4804,New Hampshire,2020-05-19,3732,212
4520,Nebraska,2020-05-19,11016,176
2390,Idaho,2020-05-19,2455,74
686,Arkansas,2020-05-19,5053,102
4946,New Jersey,2020-05-19,149356,10587
7360,Vermont,2020-05-19,950,54
3952,Minnesota,2020-05-19,17064,766
6934,Tennessee,2020-05-19,18882,310
1822,Georgia,2020-05-19,42632,1700
4236,Missouri,2020-05-19,11393,631
7076,Texas,2020-05-19,50552,1388
3384,Maine,2020-05-19,1742,73
828,California,2020-05-19,83752,3403
7644,Virginia,2020-05-19,32145,1042
260,Alaska,2020-05-19,401,10
6224,Pennsylvania,2020-05-19,67311,4628
3810,Michigan,2020-05-19,62115,5206
5656,Northern Mariana Islands,2020-05-19,21,2
7218,Utah,2020-05-19,8151,96
4094,Mississippi,2020-05-19,11704,554
4378,Montana,2020-05-19,471,16
5088,New Mexico,2020-05-19,6298,276
7786,Washington,2020-05-19,18863,1031
402,American Samoa,2020-05-19,0,0
3668,Massachusetts,2020-05-19,88251,5942
8070,Wisconsin,2020-05-19,12885,467
1964,Grand Princess,2020-05-19,103,3
6508,Rhode Island,2020-05-19,15113,1064
5798,Ohio,2020-05-19,28952,1720
6650,South Carolina,2020-05-19,9056,399
1680,Florida,2020-05-19,47023,2052
2532,Illinois,2020-05-19,98187,4380
4662,Nevada,2020-05-19,7096,364
8212,Wyoming,2020-05-19,776,19
7928,West Virginia,2020-05-19,1502,68
3242,Louisiana,2020-05-19,35110,2704
970,Colorado,2020-05-19,22547,1258
6792,South Dakota,2020-05-19,4085,46
2106,Guam,2020-05-19,154,5
3526,Maryland,2020-05-19,41546,2169
2958,Kansas,2020-05-19,8353,199
1396,Diamond Princess,2020-05-19,49,0
5372,North Carolina,2020-05-19,19239,693
6366,Puerto Rico,2020-05-19,2805,124
6935,Tennessee,2020-05-20,18882,310
7077,Texas,2020-05-20,51673,1426
3243,Louisiana,2020-05-20,35388,2731
3953,Minnesota,2020-05-20,17702,795
4521,Nebraska,2020-05-20,11292,142
403,American Samoa,2020-05-20,0,0
119,Alabama,2020-05-20,13052,522
4947,New Jersey,2020-05-20,150776,10749
5231,New York,2020-05-20,354370,28636
2817,Iowa,2020-05-20,15628,393
7929,West Virginia,2020-05-20,1567,69
2533,Illinois,2020-05-20,100580,4526
6509,Rhode Island,2020-05-20,14912,1076
6225,Pennsylvania,2020-05-20,68126,4770
7219,Utah,2020-05-20,8372,98
7787,Washington,2020-05-20,19019,1037
8071,Wisconsin,2020-05-20,13413,481
1823,Georgia,2020-05-20,43872,1723
1681,Florida,2020-05-20,47551,2096
2959,Kansas,2020-05-20,8507,202
545,Arizona,2020-05-20,14906,748
4663,Nevada,2020-05-20,7388,383
8213,Wyoming,2020-05-20,787,21
2675,Indiana,2020-05-20,29274,2012
1255,Delaware,2020-05-20,8242,311
6083,Oregon,2020-05-20,3801,144
3101,Kentucky,2020-05-20,8199,376
2391,Idaho,2020-05-20,2506,77
7361,Vermont,2020-05-20,951,54
1397,Diamond Princess,2020-05-20,49,0
5515,North Dakota,2020-05-20,2095,55
5089,New Mexico,2020-05-20,6327,283
4095,Mississippi,2020-05-20,11967,570
3385,Maine,2020-05-20,1821,73
6793,South Dakota,2020-05-20,4177,46
2107,Guam,2020-05-20,154,5
3811,Michigan,2020-05-20,63032,5249
3527,Maryland,2020-05-20,42323,2197
971,Colorado,2020-05-20,22864,1300
261,Alaska,2020-05-20,401,10
5941,Oklahoma,2020-05-20,5532,299
687,Arkansas,2020-05-20,5136,107
5657,Northern Mariana Islands,2020-05-20,21,2
3669,Massachusetts,2020-05-20,89302,6070
4237,Missouri,2020-05-20,11528,640
6651,South Carolina,2020-05-20,9175,407
1965,Grand Princess,2020-05-20,103,3
5799,Ohio,2020-05-20,29436,1781
7645,Virginia,2020-05-20,32908,1075
1539,District of Columbia,2020-05-20,7551,407
7503,Virgin Islands,2020-05-20,69,6
6367,Puerto Rico,2020-05-20,2866,125
5373,North Carolina,2020-05-20,20262,726
829,California,2020-05-20,85997,3497
4379,Montana,2020-05-20,478,16
1113,Connecticut,2020-05-20,39219,3531
4805,New Hampshire,2020-05-20,3882,248
2249,Hawaii,2020-05-20,653,17
1682,Florida,2020-05-21,48757,2144
1398,Diamond Princess,2020-05-21,49,0
546,Arizona,2020-05-21,15348,766
8214,Wyoming,2020-05-21,801,23
5800,Ohio,2020-05-21,30167,1837
5516,North Dakota,2020-05-21,2229,57
2960,Kansas,2020-05-21,8625,204
972,Colorado,2020-05-21,23282,1311
2108,Guam,2020-05-21,165,5
2676,Indiana,2020-05-21,29936,2062
4664,Nevada,2020-05-21,7400,389
1966,Grand Princess,2020-05-21,103,3
4380,Montana,2020-05-21,479,16
7930,West Virginia,2020-05-21,1593,70
4948,New Jersey,2020-05-21,151586,10846
6368,Puerto Rico,2020-05-21,2913,126
830,California,2020-05-21,88031,3583
5232,New York,2020-05-21,356458,28743
7646,Virginia,2020-05-21,34137,1100
2818,Iowa,2020-05-21,16184,410
7788,Washington,2020-05-21,19183,1044
6794,South Dakota,2020-05-21,4177,48
404,American Samoa,2020-05-21,0,0
3670,Massachusetts,2020-05-21,90427,6152
6510,Rhode Island,2020-05-21,15124,1112
6226,Pennsylvania,2020-05-21,69252,4869
5658,Northern Mariana Islands,2020-05-21,22,2
3812,Michigan,2020-05-21,63791,5321
7220,Utah,2020-05-21,8562,100
1256,Delaware,2020-05-21,8432,318
3528,Maryland,2020-05-21,43531,2224
8072,Wisconsin,2020-05-21,13885,487
2534,Illinois,2020-05-21,102864,4608
5374,North Carolina,2020-05-21,20512,728
7078,Texas,2020-05-21,53053,1460
2392,Idaho,2020-05-21,2506,77
4238,Missouri,2020-05-21,11689,668
2250,Hawaii,2020-05-21,657,17
688,Arkansas,2020-05-21,5609,110
1824,Georgia,2020-05-21,44821,1803
5090,New Mexico,2020-05-21,6621,294
3244,Louisiana,2020-05-21,36582,2752
7362,Vermont,2020-05-21,955,54
4096,Mississippi,2020-05-21,12222,580
4806,New Hampshire,2020-05-21,3950,226
6652,South Carolina,2020-05-21,9381,416
1540,District of Columbia,2020-05-21,7788,412
3102,Kentucky,2020-05-21,8314,386
1114,Connecticut,2020-05-21,39402,3585
3386,Maine,2020-05-21,1880,73
5942,Oklahoma,2020-05-21,5680,304
120,Alabama,2020-05-21,13288,529
7504,Virgin Islands,2020-05-21,69,6
262,Alaska,2020-05-21,401,10
6084,Oregon,2020-05-21,3817,145
6936,Tennessee,2020-05-21,19367,317
3954,Minnesota,2020-05-21,18234,827
4522,Nebraska,2020-05-21,11597,142
2535,Illinois,2020-05-22,105662,4716
7505,Virgin Islands,2020-05-22,69,6
3671,Massachusetts,2020-05-22,91224,6232
6653,South Carolina,2020-05-22,9638,419
5943,Oklahoma,2020-05-22,5849,307
6511,Rhode Island,2020-05-22,15264,1158
405,American Samoa,2020-05-22,0,0
6227,Pennsylvania,2020-05-22,70211,5010
2819,Iowa,2020-05-22,16498,424
7789,Washington,2020-05-22,19324,1050
3245,Louisiana,2020-05-22,37028,2830
7079,Texas,2020-05-22,53539,1470
4097,Mississippi,2020-05-22,12625,595
7647,Virginia,2020-05-22,34950,1136
2251,Hawaii,2020-05-22,652,17
5091,New Mexico,2020-05-22,6774,302
8215,Wyoming,2020-05-22,803,23
831,California,2020-05-22,90252,3665
4381,Montana,2020-05-22,479,16
1115,Connecticut,2020-05-22,39828,3639
6937,Tennessee,2020-05-22,19808,319
4949,New Jersey,2020-05-22,152579,10985
5233,New York,2020-05-22,358154,28853
5659,Northern Mariana Islands,2020-05-22,22,2
3529,Maryland,2020-05-22,44424,2272
6369,Puerto Rico,2020-05-22,3030,126
5375,North Carolina,2020-05-22,22110,775
5801,Ohio,2020-05-22,30794,1872
1257,Delaware,2020-05-22,8582,323
4807,New Hampshire,2020-05-22,4031,236
689,Arkansas,2020-05-22,5756,113
973,Colorado,2020-05-22,23581,1325
3103,Kentucky,2020-05-22,8454,391
2393,Idaho,2020-05-22,2595,79
547,Arizona,2020-05-22,15624,777
7931,West Virginia,2020-05-22,1742,72
2677,Indiana,2020-05-22,30409,2091
2961,Kansas,2020-05-22,8909,205
4239,Missouri,2020-05-22,11836,677
2109,Guam,2020-05-22,165,5
4523,Nebraska,2020-05-22,11831,160
4665,Nevada,2020-05-22,7525,392
121,Alabama,2020-05-22,13670,541
3813,Michigan,2020-05-22,64332,5350
263,Alaska,2020-05-22,403,10
7221,Utah,2020-05-22,8761,102
1541,District of Columbia,2020-05-22,7893,418
6085,Oregon,2020-05-22,3864,147
1967,Grand Princess,2020-05-22,103,3
1825,Georgia,2020-05-22,45726,1837
8073,Wisconsin,2020-05-22,14396,496
6795,South Dakota,2020-05-22,4356,50
1399,Diamond Princess,2020-05-22,49,0
7363,Vermont,2020-05-22,957,54
3387,Maine,2020-05-22,1951,75
1683,Florida,2020-05-22,49535,2190
3955,Minnesota,2020-05-22,19025,860
5517,North Dakota,2020-05-22,2317,59
2678,Indiana,2020-05-23,30901,2116
5376,North Carolina,2020-05-23,22864,778
1542,District of Columbia,2020-05-23,7966,427
4524,Nebraska,2020-05-23,12132,160
7790,Washington,2020-05-23,19324,1050
4382,Montana,2020-05-23,479,16
7648,Virginia,2020-05-23,35749,1159
406,American Samoa,2020-05-23,0,0
3672,Massachusetts,2020-05-23,92020,6308
5660,Northern Mariana Islands,2020-05-23,22,2
832,California,2020-05-23,92539,3737
3814,Michigan,2020-05-23,64814,5421
3530,Maryland,2020-05-23,45495,2301
974,Colorado,2020-05-23,24090,1327
5802,Ohio,2020-05-23,31408,1956
7506,Virgin Islands,2020-05-23,69,6
690,Arkansas,2020-05-23,5923,115
3388,Maine,2020-05-23,2013,77
264,Alaska,2020-05-23,407,10
2820,Iowa,2020-05-23,16900,446
5944,Oklahoma,2020-05-23,5960,311
5518,North Dakota,2020-05-23,2365,58
5092,New Mexico,2020-05-23,6774,302
3246,Louisiana,2020-05-23,37028,2830
7364,Vermont,2020-05-23,959,54
3956,Minnesota,2020-05-23,19861,870
3104,Kentucky,2020-05-23,8600,391
6086,Oregon,2020-05-23,3888,147
1258,Delaware,2020-05-23,8582,323
7932,West Virginia,2020-05-23,1742,72
2962,Kansas,2020-05-23,8946,205
4666,Nevada,2020-05-23,7526,393
1400,Diamond Princess,2020-05-23,49,0
7222,Utah,2020-05-23,8983,106
6228,Pennsylvania,2020-05-23,71009,5112
1116,Connecticut,2020-05-23,40237,3677
6370,Puerto Rico,2020-05-23,3100,127
8074,Wisconsin,2020-05-23,14877,507
8216,Wyoming,2020-05-23,813,23
2394,Idaho,2020-05-23,2595,79
4098,Mississippi,2020-05-23,13005,616
7080,Texas,2020-05-23,54776,1478
1826,Georgia,2020-05-23,46758,1850
4808,New Hampshire,2020-05-23,4104,244
4240,Missouri,2020-05-23,11966,682
5234,New York,2020-05-23,359926,29031
2536,Illinois,2020-05-23,108021,4791
2110,Guam,2020-05-23,165,5
4950,New Jersey,2020-05-23,153140,11082
1968,Grand Princess,2020-05-23,103,3
6512,Rhode Island,2020-05-23,15456,1194
6938,Tennessee,2020-05-23,20199,333
2252,Hawaii,2020-05-23,653,17
1684,Florida,2020-05-23,50211,2233
6654,South Carolina,2020-05-23,9895,425
6796,South Dakota,2020-05-23,4464,50
122,Alabama,2020-05-23,14117,549
548,Arizona,2020-05-23,16053,803
3247,Louisiana,2020-05-24,37247,2814
4525,Nebraska,2020-05-24,12323,160
6939,Tennessee,2020-05-24,20525,340
1117,Connecticut,2020-05-24,40678,3693
2821,Iowa,2020-05-24,17254,456
7365,Vermont,2020-05-24,961,54
2253,Hawaii,2020-05-24,653,17
3673,Massachusetts,2020-05-24,93022,6377
5093,New Mexico,2020-05-24,7131,317
1827,Georgia,2020-05-24,47472,1855
5519,North Dakota,2020-05-24,2418,59
3957,Minnesota,2020-05-24,20592,887
7649,Virginia,2020-05-24,36244,1171
1401,Diamond Princess,2020-05-24,49,0
1685,Florida,2020-05-24,50952,2237
4667,Nevada,2020-05-24,7881,380
2963,Kansas,2020-05-24,9004,205
7223,Utah,2020-05-24,9132,106
549,Arizona,2020-05-24,16377,803
7933,West Virginia,2020-05-24,1759,72
123,Alabama,2020-05-24,14478,551
8217,Wyoming,2020-05-24,838,23
2537,Illinois,2020-05-24,110558,4857
6229,Pennsylvania,2020-05-24,71563,5136
6797,South Dakota,2020-05-24,4563,50
1259,Delaware,2020-05-24,8866,327
6087,Oregon,2020-05-24,3927,148
4099,Mississippi,2020-05-24,13260,625
2395,Idaho,2020-05-24,2626,79
3105,Kentucky,2020-05-24,8600,391
6513,Rhode Island,2020-05-24,15583,1216
7791,Washington,2020-05-24,19900,1061
8075,Wisconsin,2020-05-24,15277,510
7081,Texas,2020-05-24,55861,1528
5661,Northern Mariana Islands,2020-05-24,22,2
5803,Ohio,2020-05-24,31911,1969
975,Colorado,2020-05-24,24299,1332
2111,Guam,2020-05-24,166,5
1543,District of Columbia,2020-05-24,8110,432
5377,North Carolina,2020-05-24,23365,784
1969,Grand Princess,2020-05-24,103,3
7507,Virgin Islands,2020-05-24,69,6
4809,New Hampshire,2020-05-24,4163,246
4951,New Jersey,2020-05-24,154380,11138
691,Arkansas,2020-05-24,6072,116
3531,Maryland,2020-05-24,46313,2342
4241,Missouri,2020-05-24,12149,686
2679,Indiana,2020-05-24,31376,2128
4383,Montana,2020-05-24,479,16
5945,Oklahoma,2020-05-24,6037,311
407,American Samoa,2020-05-24,0,0
3389,Maine,2020-05-24,2056,78
6371,Puerto Rico,2020-05-24,3189,127
6655,South Carolina,2020-05-24,10096,435
833,California,2020-05-24,94020,3753
5235,New York,2020-05-24,361515,29141
265,Alaska,2020-05-24,407,10
3815,Michigan,2020-05-24,65185,5432
408,American Samoa,2020-05-25,0,0
976,Colorado,2020-05-25,24256,1333
2112,Guam,2020-05-25,166,5
834,California,2020-05-25,96400,3768
3816,Michigan,2020-05-25,65390,5445
6798,South Dakota,2020-05-25,4586,50
4668,Nevada,2020-05-25,7956,394
2964,Kansas,2020-05-25,9125,207
1970,Grand Princess,2020-05-25,103,3
7934,West Virginia,2020-05-25,1774,72
4384,Montana,2020-05-25,479,16
550,Arizona,2020-05-25,16575,809
1260,Delaware,2020-05-25,9020,333
3532,Maryland,2020-05-25,47152,2359
1686,Florida,2020-05-25,51831,2252
5662,Northern Mariana Islands,2020-05-25,22,2
692,Arkansas,2020-05-25,6188,117
6088,Oregon,2020-05-25,3949,148
2254,Hawaii,2020-05-25,653,17
1118,Connecticut,2020-05-25,41097,3742
6656,South Carolina,2020-05-25,10178,440
5520,North Dakota,2020-05-25,2457,60
1402,Diamond Princess,2020-05-25,49,0
5094,New Mexico,2020-05-25,7215,320
5236,New York,2020-05-25,362764,29229
3674,Massachusetts,2020-05-25,93621,6421
3390,Maine,2020-05-25,2074,78
6940,Tennessee,2020-05-25,20949,342
3248,Louisiana,2020-05-25,37886,2796
124,Alabama,2020-05-25,14986,566
266,Alaska,2020-05-25,408,10
1828,Georgia,2020-05-25,47680,1876
4242,Missouri,2020-05-25,12476,689
7366,Vermont,2020-05-25,967,54
5804,Ohio,2020-05-25,32477,1987
4810,New Hampshire,2020-05-25,4209,248
3958,Minnesota,2020-05-25,21337,899
3106,Kentucky,2020-05-25,8600,391
7508,Virgin Islands,2020-05-25,69,6
5946,Oklahoma,2020-05-25,6090,313
2396,Idaho,2020-05-25,2626,79
4100,Mississippi,2020-05-25,13458,635
4526,Nebraska,2020-05-25,12551,160
6372,Puerto Rico,2020-05-25,3260,129
8218,Wyoming,2020-05-25,843,23
2538,Illinois,2020-05-25,112291,4886
2680,Indiana,2020-05-25,31715,2136
7650,Virginia,2020-05-25,37727,1208
7792,Washington,2020-05-25,20127,1070
7224,Utah,2020-05-25,9290,108
5378,North Carolina,2020-05-25,24057,790
7082,Texas,2020-05-25,56409,1533
8076,Wisconsin,2020-05-25,15584,514
4952,New Jersey,2020-05-25,155318,11147
6514,Rhode Island,2020-05-25,15583,1216
1544,District of Columbia,2020-05-25,8225,440
2822,Iowa,2020-05-25,17563,456
6230,Pennsylvania,2020-05-25,71925,5146
2681,Indiana,2020-05-26,32078,2158
3391,Maine,2020-05-26,2109,79
6089,Oregon,2020-05-26,3967,148
6799,South Dakota,2020-05-26,4654,50
267,Alaska,2020-05-26,410,10
125,Alabama,2020-05-26,15650,580
5805,Ohio,2020-05-26,33006,2002
1545,District of Columbia,2020-05-26,8334,440
