,Date,Country/Region,Lat,Long,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
230,2020-01-22,Tajikistan,38.861034,71.276093,0,0,0.0,0.0,0,0,0
231,2020-01-22,Tanzania,-6.369,34.8888,0,0,0.0,0.0,0,0,0
232,2020-01-22,Thailand,15.0,101.0,2,0,0.0,2.0,0,0,0
233,2020-01-22,Timor-Leste,-8.874217,125.727539,0,0,0.0,0.0,0,0,0
234,2020-01-22,Togo,8.6195,0.8248,0,0,0.0,0.0,0,0,0
235,2020-01-22,Trinidad and Tobago,10.6918,-61.2225,0,0,0.0,0.0,0,0,0
236,2020-01-22,Tunisia,34.0,9.0,0,0,0.0,0.0,0,0,0
237,2020-01-22,Turkey,38.9637,35.2433,0,0,0.0,0.0,0,0,0
238,2020-01-22,US,37.0902,-95.7129,1,0,0.0,1.0,0,0,0
239,2020-01-22,Uganda,1.0,32.0,0,0,0.0,0.0,0,0,0
240,2020-01-22,Ukraine,48.3794,31.1656,0,0,0.0,0.0,0,0,0
241,2020-01-22,United Arab Emirates,24.0,54.0,0,0,0.0,0.0,0,0,0
242,2020-01-22,United Kingdom,-51.7963,-59.5236,0,0,0.0,0.0,0,0,0
243,2020-01-22,United Kingdom,16.7425,-62.1874,0,0,0.0,0.0,0,0,0
244,2020-01-22,United Kingdom,18.2206,-63.0686,0,0,0.0,0.0,0,0,0
245,2020-01-22,United Kingdom,18.4207,-64.64,0,0,0.0,0.0,0,0,0
246,2020-01-22,United Kingdom,19.3133,-81.2546,0,0,0.0,0.0,0,0,0
247,2020-01-22,United Kingdom,21.694,-71.7979,0,0,0.0,0.0,0,0,0
248,2020-01-22,United Kingdom,32.3078,-64.7505,0,0,0.0,0.0,0,0,0
249,2020-01-22,United Kingdom,36.1408,-5.3536,0,0,0.0,0.0,0,0,0
250,2020-01-22,United Kingdom,49.3723,-2.3644,0,0,0.0,0.0,0,0,0
251,2020-01-22,United Kingdom,54.2361,-4.5481,0,0,0.0,0.0,0,0,0
252,2020-01-22,United Kingdom,55.3781,-3.436,0,0,0.0,0.0,0,0,0
253,2020-01-22,Uruguay,-32.5228,-55.7658,0,0,0.0,0.0,0,0,0
254,2020-01-22,Uzbekistan,41.3775,64.5853,0,0,0.0,0.0,0,0,0
255,2020-01-22,Venezuela,6.4238,-66.5897,0,0,0.0,0.0,0,0,0
256,2020-01-22,Vietnam,16.0,108.0,0,0,0.0,0.0,0,0,0
257,2020-01-22,West Bank and Gaza,31.9522,35.2332,0,0,0.0,0.0,0,0,0
258,2020-01-22,Western Sahara,24.2155,-12.8858,0,0,0.0,0.0,0,0,0
259,2020-01-22,Yemen,15.552727,48.516388,0,0,0.0,0.0,0,0,0
260,2020-01-22,Zambia,-15.4167,28.2833,0,0,0.0,0.0,0,0,0
261,2020-01-22,Zimbabwe,-20.0,30.0,0,0,0.0,0.0,0,0,0
262,2020-01-23,Afghanistan,33.0,65.0,0,0,0.0,0.0,0,0,0
263,2020-01-23,Albania,41.1533,20.1683,0,0,0.0,0.0,0,0,0
264,2020-01-23,Algeria,28.0339,1.6596,0,0,0.0,0.0,0,0,0
265,2020-01-23,Andorra,42.5063,1.5218,0,0,0.0,0.0,0,0,0
266,2020-01-23,Angola,-11.2027,17.8739,0,0,0.0,0.0,0,0,0
267,2020-01-23,Antigua and Barbuda,17.0608,-61.7964,0,0,0.0,0.0,0,0,0
268,2020-01-23,Argentina,-38.4161,-63.6167,0,0,0.0,0.0,0,0,0
269,2020-01-23,Armenia,40.0691,45.0382,0,0,0.0,0.0,0,0,0
270,2020-01-23,Australia,-41.4545,145.9707,0,0,0.0,0.0,0,0,0
271,2020-01-23,Australia,-37.8136,144.9631,0,0,0.0,0.0,0,0,0
272,2020-01-23,Australia,-35.4735,149.0124,0,0,0.0,0.0,0,0,0
273,2020-01-23,Australia,-34.9285,138.6007,0,0,0.0,0.0,0,0,0
274,2020-01-23,Australia,-33.8688,151.2093,0,0,0.0,0.0,0,0,0
275,2020-01-23,Australia,-31.9505,115.8605,0,0,0.0,0.0,0,0,0
276,2020-01-23,Australia,-28.0167,153.4,0,0,0.0,0.0,0,0,0
277,2020-01-23,Australia,-12.4634,130.8456,0,0,0.0,0.0,0,0,0
278,2020-01-23,Austria,47.5162,14.5501,0,0,0.0,0.0,0,0,0
279,2020-01-23,Azerbaijan,40.1431,47.5769,0,0,0.0,0.0,0,0,0
280,2020-01-23,Bahamas,25.0343,-77.3963,0,0,0.0,0.0,0,0,0
281,2020-01-23,Bahrain,26.0275,50.55,0,0,0.0,0.0,0,0,0
282,2020-01-23,Bangladesh,23.685,90.3563,0,0,0.0,0.0,0,0,0
283,2020-01-23,Barbados,13.1939,-59.5432,0,0,0.0,0.0,0,0,0
284,2020-01-23,Belarus,53.7098,27.9534,0,0,0.0,0.0,0,0,0
285,2020-01-23,Belgium,50.8333,4.0,0,0,0.0,0.0,0,0,0
286,2020-01-23,Belize,13.1939,-59.5432,0,0,0.0,0.0,0,0,0
287,2020-01-23,Benin,9.3077,2.3158,0,0,0.0,0.0,0,0,0
288,2020-01-23,Bhutan,27.5142,90.4336,0,0,0.0,0.0,0,0,0
289,2020-01-23,Bolivia,-16.2902,-63.5887,0,0,0.0,0.0,0,0,0
290,2020-01-23,Bosnia and Herzegovina,43.9159,17.6791,0,0,0.0,0.0,0,0,0
291,2020-01-23,Botswana,-22.3285,24.6849,0,0,0.0,0.0,0,0,0
292,2020-01-23,Brazil,-14.235,-51.9253,0,0,0.0,0.0,0,0,0
293,2020-01-23,Brunei,4.5353,114.7277,0,0,0.0,0.0,0,0,0
294,2020-01-23,Bulgaria,42.7339,25.4858,0,0,0.0,0.0,0,0,0
295,2020-01-23,Burkina Faso,12.2383,-1.5616,0,0,0.0,0.0,0,0,0
296,2020-01-23,Burma,21.9162,95.956,0,0,0.0,0.0,0,0,0
297,2020-01-23,Burundi,-3.3731,29.9189,0,0,0.0,0.0,0,0,0
298,2020-01-23,Cabo Verde,16.5388,-23.0418,0,0,0.0,0.0,0,0,0
299,2020-01-23,Cambodia,11.55,104.9167,0,0,0.0,0.0,0,0,0
300,2020-01-23,Cameroon,3.848,11.5021,0,0,0.0,0.0,0,0,0
301,2020-01-23,Canada,44.682,-63.7443,0,0,0.0,0.0,0,0,0
302,2020-01-23,Canada,46.5107,-63.4168,0,0,0.0,0.0,0,0,0
303,2020-01-23,Canada,46.5653,-66.4619,0,0,0.0,0.0,0,0,0
304,2020-01-23,Canada,49.2827,-123.1207,0,0,0.0,0.0,0,0,0
305,2020-01-23,Canada,51.2538,-85.3232,0,0,0.0,0.0,0,0,0
306,2020-01-23,Canada,52.9399,-106.4509,0,0,0.0,0.0,0,0,0
307,2020-01-23,Canada,52.9399,-73.5491,0,0,0.0,0.0,0,0,0
308,2020-01-23,Canada,53.1355,-57.6604,0,0,0.0,0.0,0,0,0
309,2020-01-23,Canada,53.7609,-98.8139,0,0,0.0,0.0,0,0,0
310,2020-01-23,Canada,53.9333,-116.5765,0,0,0.0,0.0,0,0,0
311,2020-01-23,Canada,64.2823,-135.0,0,0,0.0,0.0,0,0,0
312,2020-01-23,Canada,64.8255,-124.8457,0,0,0.0,0.0,0,0,0
313,2020-01-23,Central African Republic,6.6111,20.9394,0,0,0.0,0.0,0,0,0
314,2020-01-23,Chad,15.4542,18.7322,0,0,0.0,0.0,0,0,0
315,2020-01-23,Chile,-35.6751,-71.543,0,0,0.0,0.0,0,0,0
316,2020-01-23,China,19.1959,109.7453,5,0,0.0,5.0,95,1,2
317,2020-01-23,China,22.1667,113.55,2,0,0.0,2.0,95,1,2
318,2020-01-23,China,22.3,114.2,2,0,0.0,2.0,95,1,2
319,2020-01-23,China,23.3417,113.4244,32,0,2.0,30.0,95,1,2
320,2020-01-23,China,23.8298,108.7881,5,0,0.0,5.0,95,1,2
321,2020-01-23,China,24.974,101.487,2,0,0.0,2.0,95,1,2
322,2020-01-23,China,26.0789,117.9874,5,0,0.0,5.0,95,1,2
323,2020-01-23,China,26.8154,106.8748,3,0,0.0,3.0,95,1,2
324,2020-01-23,China,27.6104,111.7088,9,0,0.0,9.0,95,1,2
325,2020-01-23,China,27.614,115.7221,7,0,0.0,7.0,95,1,2
